category,datetime,headline,id,image,related,source,summary,url
company,1729880953,Texas Instruments Third Quarter 2024 Earnings: EPS Beats Expectations,130733128,https://media.zenfs.com/en/simply_wall_st__316/78a8c60a6283aea0450523395306d38c,TXN,Yahoo,Texas Instruments ( NASDAQ:TXN ) Third Quarter 2024 Results Key Financial Results Revenue: US$4.15b (down 8.4% from 3Q...,https://finnhub.io/api/news?id=dbea3b6df71d5bd3819d4b942b45a6bdb842920df67efcc4ea6381ec3bf70914
company,1729856460,$1000 Invested In Texas Instruments 15 Years Ago Would Be Worth This Much Today,130740407,,TXN,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=b67fd9879942e259642f5fa990492de9399be1c1e3f5547201523379fdfcd687
company,1729848000,"ON Semiconductor, Microchip Technology are Piper Sandler's 'favorite analog names'",130726690,,TXN,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1f1414cc9af2ec6bf412c9bef05d22dd63b92100536a5b60d651aa907f9532c4
company,1729828140,This Is What Whales Are Betting On Texas Instruments,130740410,,TXN,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=63a50957afacd5adba95e7ab389f13bc691c4883c4007c69e81ac86e47d7b41a
