category,datetime,headline,id,image,related,source,summary,url
company,1729893621,Southern Co. (SO) Dips More Than Broader Market: What You Should Know,130760763,,SO,Yahoo,"In the most recent trading session, Southern Co. (SO) closed at $91.88, indicating a -1.85% shift from the previous trading day.",https://finnhub.io/api/news?id=3508f08d75e7d6d61d14235622917d85e7fac9f07d1c3214e96e07fc52503ec4
company,1729866653,"Undercovered Dozen: CorMedix, Cabaletta, Skyx Platforms, Dynex Capital +",130728378,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/155717073/image_155717073.jpg?io=getty-c-w1536,SO,SeekingAlpha,"Discover 12 undercovered stocks for fresh investment ideas, including Nebius Group, ASP Isotopes, and Alliance Resource Partners.",https://finnhub.io/api/news?id=356a1f6c6b753c4eaa0103894569176119c03f126a93c8a8f89edb50b0ada06a
